Time,Evap Time (s),Mass (kg),Major Axis (m),Eff Diameter (m),Perimeter (m),Snowflake Area (m^2),Rectangle Area (m^2),Water Droplet Area (m^2),Spherical Density (kg/m^3),Heat Flux Density (kg/m^3),Heat Flux Volume (m^3),Spherical Volume (m^3),Delta Temp Max,Delta Temp Mean,Complexity,SDI,PBP SWE (mm),FBF SWE (mm),PBP SWE Accumulation (mm),FBF SWE Accumulation (mm),PBP Snow (mm),FBF Snow (mm),PBP Snow Accumulation (mm),FBF Snow Accumulation (mm),SWE factor,Delta Temp Range,Area Range,Delta Temp Flag,Area Flag,Missing Data
24-Mar-2026 09:52:01.399,0.733333333333333,9.52066934150327e-08,0.00239585057907314,0.00217921284933092,0.0058816875,3.72983125e-06,4.2338625e-06,2.52078489557576e-07,17.6226998239806,86.0866917550462,1.10593973904743e-09,5.4025032694183e-09,84.156862745098,40.8377896613191,1.13513513513513,14.7963091041454,1.00388210839891e-05,1.20174396422444e-05,0.00145050931483705,0.00173639992143786,0.000116612926798882,0.000139596950437348,0.0237443786645571,0.0284243174628352,1.19709670505145,65.3921568627451,3.52821875e-06,0,0,0
24-Mar-2026 09:52:01.399,0.266666666666667,2.45181883660131e-08,0.00142776820569615,0.00118821527612678,0.0027911425,1.10886875e-06,1.209675e-06,1.02035129030136e-07,27.9967034582438,134.49896222499,1.82292769850514e-10,8.75752690047284e-10,93.8235294117647,62.2647058823529,1.09090909090909,10.8675194566814,2.58525632475212e-06,3.09480182807418e-06,0.0014530945711618,0.00173949472326593,1.92213849236064e-05,2.30098565585748e-05,0.0237636000494807,0.0284473273193938,1.19709670505145,42.078431372549,7.0564375e-07,0,0,0
24-Mar-2026 09:52:01.399,0.333333333333333,3.28870837091503e-08,0.00154903802014521,0.00134048761799221,0.00338455,1.4112875e-06,1.6129e-06,1.24100741285257e-07,26.1541649211697,96.5569873361475,3.40597657574581e-10,1.25743199250575e-09,98.3725490196078,73.1254901960784,1.14285714285714,11.3721117648768,3.4676926326086e-06,4.15116342462693e-06,0.00145656226379441,0.00174364588669056,3.59134302786021e-05,4.29918490536094e-05,0.0237995134797593,0.0284903191684474,1.19709670505145,42.078431372549,1.209675e-06,0,0,0
24-Mar-2026 09:52:01.599,0.333333333333333,3.10145911437908e-08,0.00146646968374165,0.00124105038023342,0.00299593,1.209675e-06,1.209675e-06,1.19344251971384e-07,31.0814834845915,163.030230708035,1.90238282857698e-10,9.97847839507601e-10,60.8431372549019,47.6509803921569,1,10.1360139262514,3.27025254546263e-06,3.91480854685942e-06,0.00145983251633987,0.00174756069523742,2.00591787870264e-05,2.40127768319871e-05,0.0238195726585464,0.0285143319452794,1.19709670505145,18.7647058823529,6.048375e-07,0,0,0
24-Mar-2026 09:52:01.733,0.466666666666667,4.13324073202614e-08,0.00142776820569615,0.00118821527612678,0.0027911425,1.10886875e-06,1.209675e-06,1.4452775839724e-07,47.1964377500568,119.220342682528,3.46689217546755e-10,8.75752690047284e-10,98.3725490196078,67.6666666666667,1.09090909090909,7.67235832269834,4.35818771953226e-06,5.21717215904774e-06,0.0014641907040594,0.00175277786739647,3.65557389072241e-05,4.37607545965589e-05,0.0238561283974536,0.0285580926998759,1.19709670505145,51.7450980392157,9.0725625e-07,0,0,0
24-Mar-2026 09:52:01.799,0.4,4.31819714052288e-08,0.00222123630792232,0.00156162081609868,0.0042852975,1.91531875e-06,3.0241875e-06,1.48807827673849e-07,21.7209898061269,104.285453216374,4.14074735002912e-10,1.98802963357813e-09,98.3725490196078,54.5882352941176,1.57894736842105,12.8710887050775,4.55321017295807e-06,5.45063289545484e-06,0.00146874391423236,0.00175822850029192,4.36610287679428e-05,5.22664736772608e-05,0.0238997894262215,0.0286103591735532,1.19709670505145,56.2941176470588,1.51209375e-06,0,0,0
24-Mar-2026 09:52:01.799,0.266666666666667,2.39984761437909e-08,0.00165100902036395,0.00113291881375701,0.002974975,1.0080625e-06,1.6129e-06,1.00588093540358e-07,31.614856396198,126.099403578529,1.90313954410147e-10,7.59088570355705e-10,89.2745098039216,71.5049019607843,1.6,10.0216880996511,2.53045662709528e-06,3.02920129057136e-06,0.00147127437085946,0.00176125770158249,2.00671577762018e-05,2.40223284536387e-05,0.0239198565839977,0.0286343815020068,1.19709670505145,32.9803921568627,8.0645e-07,0,0,0
24-Mar-2026 09:52:01.999,0.466666666666667,3.99261271895425e-08,0.00236292969291655,0.00217921284933092,0.00594741,3.72983125e-06,4.93950625e-06,1.41230638899593e-07,7.39030134707191,58.6835724613502,6.80362928072219e-10,5.4025032694183e-09,84.156862745098,39.4789915966387,1.32432432432432,26.4095048996536,4.2099061846961e-06,5.03966482227541e-06,0.00147548427704415,0.00176629736640477,7.17390916762745e-05,8.58786302690519e-05,0.023991595675674,0.0287202601322759,1.19709670505145,65.3921568627451,3.52821875e-06,0,0,0
24-Mar-2026 09:52:01.999,0.2,8.63639428104575e-09,0.00109985226280624,0.000620525190116708,0.0012446,3.0241875e-07,3.0241875e-07,5.08915611998985e-08,69.2401702071728,177.358197358197,4.86946440011648e-11,1.2473097993845e-10,89.2745098039216,81.3137254901961,1,5.94241447638284,9.10642034591614e-07,1.09012657909097e-06,0.00147639491907874,0.00176738749298386,5.13447953438801e-06,6.14646853276998e-06,0.0239967301552084,0.0287264066008086,1.19709670505145,14.2156862745098,1.0080625e-07,0,0,0
24-Mar-2026 09:52:01.999,0.933333333333333,1.3801416630719e-07,0.00397489425260149,0.00226583762751402,0.00808736,4.03225e-06,8.16530625e-06,3.22879082700224e-07,22.7269536943688,85.7882408278458,1.60877720507345e-09,6.07270856284564e-09,84.156862745098,43.1750700280112,2.025,12.4884212575137,1.4552543239518e-05,1.74208015621457e-05,0.00149094746231826,0.00178480829454601,0.000169633309869602,0.000203067476311872,0.024166363465078,0.0289294740771205,1.19709670505145,60.843137254902,3.32660625e-06,0,0,0
